"sensorId","obsCount","outlierCount","rate","shape","ppv","sensitivity","f1","AIC","BIC","lglk"
861,23975,12,111.924297855201,12.960825912462,0.0853658536585366,0.583333333333333,0.148936170212766,-96615.6441480373,-96599.4746142378,48309.8220740187
864,55179,28,113.504427970332,9.88370699682676,0.0666666666666667,0.5,0.117647058823529,Inf,Inf,-Inf
866,89312,36,116.012973998596,13.1986455704164,0.0523076923076923,0.472222222222222,0.0941828254847645,Inf,Inf,-Inf
867,71720,36,114.985330846588,16.1097702199601,0.26530612244898,0.722222222222222,0.388059701492537,Inf,Inf,-Inf
871,80267,41,118.329231409779,11.1879108668244,0.173333333333333,0.634146341463415,0.272251308900524,-342945.539795656,-342926.953567943,171474.769897828
872,257664,126,118.192744019931,11.6397759182086,0.0868094701240135,0.611111111111111,0.152023692003949,Inf,Inf,-Inf
876,375569,185,114.958103402661,13.8226254734461,0.152095808383234,0.686486486486486,0.249019607843137,Inf,Inf,-Inf
877,373565,181,116.129880469399,9.18862049984602,0.0531966813079551,0.602209944751381,0.0977578475336323,Inf,Inf,-Inf
880,372526,134,114.158284995556,10.0839208703204,0.0744960560911481,0.634328358208955,0.133333333333333,Inf,Inf,-Inf
883,379155,156,111.910727613784,14.0979317212294,0.122222222222222,0.634615384615385,0.204968944099379,Inf,Inf,-Inf
886,87367,37,115.835097207951,12.1216868134041,0.129032258064516,0.756756756756757,0.220472440944882,Inf,Inf,-Inf
887,263693,132,57.1788063927214,5.74936017250843,0.227272727272727,0.909090909090909,0.363636363636364,Inf,Inf,-Inf
888,14168,5,111.013751849264,11.2613703459964,0.0980392156862745,1,0.178571428571429,-58746.4458184857,-58731.3283361268,29375.2229092429
889,935860,203,42.3130815297803,6.27705795953826,0.0185185185185185,0.448275862068966,0.0355677154582763,Inf,Inf,-Inf
893,233470,96,110.077160003875,10.6292172488553,0.171912832929782,0.739583333333333,0.278978388998035,Inf,Inf,-Inf
896,137799,55,109.997535886588,12.2604498136922,0.146443514644351,0.636363636363636,0.238095238095238,Inf,Inf,-Inf
899,22708,11,112.512418216397,10.7765757904691,0.127659574468085,0.545454545454545,0.206896551724138,Inf,Inf,-Inf
901,62452,16,113.21720115178,11.4349122450481,0.0608365019011407,1,0.114695340501792,Inf,Inf,-Inf
903,402709,262,112.295371076813,20.8514189644774,0.361165048543689,0.709923664122137,0.478764478764479,-1432819.50410272,-1432797.69216373,716411.75205136
908,355151,163,121.939673412593,10.6941102309679,0.0996948118006104,0.601226993865031,0.171029668411867,Inf,Inf,-Inf
